Year,Month,Make,Quantity
2014,8,Mercedes-Benz,438
2014,8,Kia,291
2014,8,Citroen,232
2014,8,Suzuki,193
2014,8,Subaru,186
2014,8,Opel,184
2014,8,Tesla,183
2014,8,Hyundai,143
2014,8,Honda,142
2014,8,Renault,122
2014,8,MINI,82
2014,8,Lexus,53
2014,8,Land Rover,36
2014,8,Fiat,36
2014,8,Porsche,29
2014,8,Chevrolet,26
2014,8,Jeep,25
2014,8,Alfa Romeo,15
2014,8,Dacia,8
2014,8,Jaguar,5
2014,8,Maserati,3
2014,8,Smart,2
2014,8,Morgan,1
2014,9,Volkswagen,1707
2014,9,Toyota,1463
2014,9,Volvo,901
2014,9,Nissan,709
2014,9,BMW,670
2014,9,Ford,597
2014,9,Mazda,593
2014,9,Peugeot,568
2014,9,Skoda,554
2014,9,Mercedes-Benz,500
2014,9,Mitsubishi,486
2014,9,Audi,448
2014,9,Kia,448
2014,9,Subaru,287
2014,9,Opel,260
2014,9,Suzuki,259
2014,9,Hyundai,211
2014,9,Honda,191
2014,9,Citroen,173
2014,9,Renault,119
2014,9,Tesla,104
2014,9,MINI,98
2014,9,Lexus,92
2014,9,Chevrolet,41
2014,9,Land Rover,26
2014,9,Porsche,23
2014,9,Fiat,19
2014,9,Jeep,17
2014,9,Alfa Romeo,8
2014,9,Dacia,7
2014,9,Jaguar,4
2014,9,Iveco,1
2014,9,Ssangyong,1
2014,10,Volkswagen,2061
2014,10,Toyota,1451
2014,10,Volvo,1039
2014,10,Nissan,867
2014,10,Skoda,790
2014,10,BMW,778
2014,10,Ford,691
2014,10,Mercedes-Benz,622
2014,10,Audi,606
2014,10,Peugeot,601
2014,10,Mazda,525
2014,10,Mitsubishi,452
2014,10,Kia,408
2014,10,Citroen,347
2014,10,Suzuki,273
2014,10,Subaru,262
2014,10,Opel,258
2014,10,Renault,195
2014,10,Honda,181
2014,10,Hyundai,150
2014,10,Lexus,123
2014,10,MINI,92
2014,10,Porsche,42
2014,10,Tesla,36
2014,10,Fiat,26
2014,10,Land Rover,25
2014,10,Jeep,19
2014,10,Chevrolet,15
2014,10,Dacia,11
2014,10,Alfa Romeo,7
2014,10,Jaguar,3
2014,10,Maserati,3
2014,10,Smart,1
2014,10,Cadillac,1
2014,10,Ferrari,1
2014,10,Ssangyong,1
2014,11,Volkswagen,1920
2014,11,Toyota,1241
2014,11,Volvo,950
2014,11,BMW,710
2014,11,Nissan,687
2014,11,Mercedes-Benz,639
2014,11,Skoda,585
2014,11,Ford,562
2014,11,Mazda,533
2014,11,Audi,516
2014,11,Peugeot,506
2014,11,Kia,443
2014,11,Mitsubishi,351
2014,11,Citroen,215
2014,11,Subaru,207
2014,11,Tesla,202
2014,11,Suzuki,200
2014,11,Opel,182
2014,11,Honda,162
2014,11,Renault,153
2014,11,Lexus,135
2014,11,Hyundai,131
2014,11,MINI,84
2014,11,Land Rover,53
2014,11,Porsche,31
2014,11,Fiat,26
2014,11,Dacia,24
2014,11,Jeep,14
2014,11,Chevrolet,13
2014,11,Jaguar,4
2014,11,Nilsson,4
2014,11,Alfa Romeo,2
2014,11,Maserati,1
2014,12,Volvo,2072
2014,12,Volkswagen,2019
2014,12,Toyota,1055
2014,12,BMW,804
2014,12,Mercedes-Benz,762
2014,12,Ford,681
2014,12,Skoda,666
2014,12,Nissan,634
2014,12,Audi,604
2014,12,Peugeot,527
2014,12,Kia,359
2014,12,Mitsubishi,317
2014,12,Mazda,310
2014,12,Tesla,267
2014,12,Subaru,217
2014,12,Citroen,209
2014,12,Opel,191
2014,12,Renault,161
2014,12,Honda,159
2014,12,Suzuki,143
2014,12,Hyundai,133
2014,12,MINI,70
2014,12,Lexus,59
2014,12,Land Rover,59
2014,12,Chevrolet,54
2014,12,Porsche,49
2014,12,Jeep,27
2014,12,Fiat,26
2014,12,Dacia,9
2014,12,Jaguar,2
2014,12,Maserati,2
2014,12,Alfa Romeo,1
2014,12,Nilsson,1
2015,1,Volkswagen,2057
2015,1,Toyota,1372
2015,1,Nissan,848
2015,1,BMW,649
2015,1,Ford,593
2015,1,Mercedes-Benz,543
2015,1,Mitsubishi,502
2015,1,Skoda,473
2015,1,Mazda,393
2015,1,Peugeot,373
2015,1,Volvo,321
2015,1,Kia,315
2015,1,Audi,302
2015,1,Suzuki,284
2015,1,Hyundai,283
2015,1,Opel,273
2015,1,Citroen,202
2015,1,Lexus,137
2015,1,Renault,127
2015,1,Honda,118
2015,1,Subaru,95
2015,1,Tesla,71
2015,1,MINI,62
2015,1,Land Rover,32
2015,1,Porsche,28
2015,1,Jeep,25
2015,1,Fiat,15
2015,1,Dacia,13
2015,1,Alfa Romeo,9
2015,1,Jaguar,8
2015,2,Volkswagen,1895
2015,2,Toyota,1436
2015,2,Nissan,761
2015,2,Ford,666
2015,2,BMW,636
2015,2,Skoda,539
2015,2,Mercedes-Benz,537
2015,2,Audi,474
2015,2,Volvo,438
2015,2,Peugeot,401
2015,2,Mazda,357
2015,2,Tesla,321
2015,2,Kia,315
2015,2,Mitsubishi,302
2015,2,Suzuki,249
2015,2,Opel,241
2015,2,Subaru,224
2015,2,Honda,163
2015,2,Hyundai,148
2015,2,Renault,147
2015,2,Citroen,112
2015,2,Lexus,106
2015,2,MINI,57
2015,2,Land Rover,44
2015,2,Porsche,37
2015,2,Dacia,22
2015,2,Jeep,19
2015,2,Polaris,19
2015,2,Fiat,13
2015,2,Smart,3
2015,2,Jaguar,2
2015,2,Alfa Romeo,1
2015,3,Volkswagen,2274
2015,3,Toyota,1509
2015,3,Tesla,1140
2015,3,Nissan,1057
2015,3,Volvo,875
2015,3,Ford,829
2015,3,BMW,785
2015,3,Skoda,679
2015,3,Audi,598
2015,3,Peugeot,525
2015,3,Mercedes-Benz,492
2015,3,Mazda,390
2015,3,Kia,376
2015,3,Mitsubishi,374
2015,3,Opel,344
2015,3,Suzuki,311
2015,3,Renault,296
2015,3,Subaru,294
2015,3,Honda,271
2015,3,Hyundai,202
2015,3,Citroen,186
2015,3,Lexus,97
2015,3,Land Rover,79
2015,3,MINI,72
2015,3,Porsche,28
2015,3,Dacia,23
2015,3,Fiat,22
2015,3,Jeep,19
2015,3,Alfa Romeo,3
2015,3,Smart,3
2015,3,Chevrolet,2
2015,3,Maserati,2
2015,3,Jaguar,1
2015,3,Ferrari,1
2015,4,Volkswagen,2667
2015,4,Toyota,1274
2015,4,BMW,733
2015,4,Volvo,729
2015,4,Skoda,725
2015,4,Audi,665
2015,4,Mercedes-Benz,646
2015,4,Ford,634
2015,4,Mazda,558
2015,4,Nissan,543
2015,4,Peugeot,541
2015,4,Mitsubishi,418
2015,4,Subaru,365
2015,4,Kia,354
2015,4,Citroen,305
2015,4,Opel,259
2015,4,Tesla,230
2015,4,Renault,215
2015,4,Suzuki,214
2015,4,Hyundai,212
2015,4,Honda,147
2015,4,MINI,92
2015,4,Lexus,73
2015,4,Land Rover,56
2015,4,Porsche,39
2015,4,Fiat,25
2015,4,Jeep,24
2015,4,Dacia,17
2015,4,Smart,6
2015,4,Nilsson,5
2015,4,Jaguar,4
2015,4,Alfa Romeo,3
2015,4,Aston Martin,2
2015,4,Chevrolet US,1
2015,4,Lexus,1
2015,5,Volkswagen,2076
2015,5,Toyota,1159
2015,5,Volvo,942
2015,5,Ford,747
2015,5,BMW,693
2015,5,Mercedes-Benz,679
2015,5,Skoda,585
2015,5,Audi,585
2015,5,Mitsubishi,577
2015,5,Nissan,514
2015,5,Mazda,508
2015,5,Peugeot,490
2015,5,Kia,390
2015,5,Tesla,346
2015,5,Subaru,319
2015,5,Opel,275
2015,5,Suzuki,253
2015,5,Renault,158
2015,5,Citroen,153
2015,5,Honda,143
2015,5,Hyundai,123
2015,5,Lexus,76
2015,5,MINI,63
2015,5,Land Rover,51
2015,5,Fiat,34
2015,5,Porsche,30
2015,5,Smart,26
2015,5,Jeep,24
2015,5,Jaguar,6
2015,5,Dacia,3
2015,5,Alfa Romeo,3
2015,5,Aston Martin,2
2015,5,Chevrolet US,1
2015,5,Lancia,1
2015,5,Morgan,1
2015,6,Volkswagen,2501
2015,6,Toyota,1409
2015,6,Volvo,1099
2015,6,BMW,849
2015,6,Nissan,692
2015,6,Ford,670
2015,6,Skoda,645
2015,6,Audi,640
2015,6,Mitsubishi,640
2015,6,Mazda,635
2015,6,Mercedes-Benz,618
2015,6,Tesla,566
2015,6,Renault,496
2015,6,Peugeot,472
2015,6,Kia,419
2015,6,Subaru,316
2015,6,Opel,290
2015,6,Hyundai,237
2015,6,Honda,234
2015,6,Suzuki,228
2015,6,Citroen,198
2015,6,Lexus,109
2015,6,MINI,65
2015,6,Land Rover,44
2015,6,Porsche,38
2015,6,Fiat,22
2015,6,Jeep,19
2015,6,Jaguar,18
2015,6,Smart,16
2015,6,Dacia,14
2015,6,Alfa Romeo,3
2015,6,Nilsson,2
2015,6,Lancia,1
2015,6,Seat,1
2015,6,Ssangyong,1
2015,7,Volkswagen,2415
2015,7,Toyota,1458
2015,7,Volvo,826
2015,7,Nissan,759
2015,7,Audi,754
2015,7,Mercedes-Benz,695
2015,7,Ford,642
2015,7,Skoda,627
2015,7,BMW,617
2015,7,Mazda,598
2015,7,Peugeot,477
2015,7,Kia,377
2015,7,Subaru,328
2015,7,Mitsubishi,290
2015,7,Opel,235
2015,7,Tesla,222
2015,7,Suzuki,203
2015,7,Hyundai,181
2015,7,Renault,136
2015,7,Citroen,133
2015,7,MINI,102
2015,7,Lexus,99
2015,7,Honda,89
2015,7,Porsche,34
2015,7,Land Rover,25
2015,7,Jeep,20
2015,7,Fiat,18
2015,7,Alfa Romeo,9
2015,7,Smart,8
2015,7,Jaguar,8
2015,7,Dacia,7
2015,7,Cadillac,1
2015,7,Lotus,1
2015,8,Volkswagen,2254
2015,8,Toyota,1461
2015,8,Ford,866
2015,8,BMW,860
2015,8,Nissan,722
2015,8,Skoda,666
2015,8,Mercedes-Benz,659
2015,8,Mazda,620
2015,8,Audi,541
2015,8,Peugeot,531
2015,8,Volvo,518
2015,8,Kia,505
2015,8,Subaru,338
2015,8,Suzuki,332
2015,8,Opel,287
2015,8,Mitsubishi,284
2015,8,Tesla,220
2015,8,Hyundai,199
2015,8,Honda,151
2015,8,Renault,133
2015,8,Citroen,115
2015,8,Lexus,105
2015,8,MINI,71
2015,8,Land Rover,44
2015,8,Porsche,36
2015,8,Jeep,29
2015,8,Fiat,22
2015,8,Jaguar,11
2015,8,Dacia,10
2015,8,Smart,7
2015,8,Alfa Romeo,4
2015,8,Maserati,1
2015,8,Seat,1
2015,8,Ssangyong,1
2015,9,Volkswagen,1768
2015,9,Toyota,1527
2015,9,Nissan,977
2015,9,Volvo,827
2015,9,BMW,777
2015,9,Mazda,679
2015,9,Mercedes-Benz,677
2015,9,Ford,648
2015,9,Skoda,548
2015,9,Audi,494
2015,9,Peugeot,439
2015,9,Mitsubishi,437
2015,9,Kia,384
2015,9,Suzuki,311
2015,9,Subaru,301
2015,9,Hyundai,300
2015,9,Opel,259
2015,9,Renault,240
2015,9,Honda,212
2015,9,Citroen,149
2015,9,Tesla,127
2015,9,Lexus,92
2015,9,MINI,82
2015,9,Land Rover,50
2015,9,Porsche,28
2015,9,Fiat,20
2015,9,Smart,17
2015,9,Jeep,15
2015,9,Jaguar,14
2015,9,Dacia,12
2015,9,Alfa Romeo,5
2015,9,Nilsson,4
2015,9,Chevrolet,1
2015,10,Volkswagen,2210
2015,10,Toyota,1443
2015,10,BMW,1010
2015,10,Volvo,954
2015,10,Nissan,759
2015,10,Skoda,717
2015,10,Ford,706
2015,10,Mazda,635
2015,10,Mitsubishi,614
2015,10,Mercedes-Benz,566
2015,10,Audi,549
2015,10,Peugeot,475
2015,10,Kia,363
2015,10,Suzuki,299
2015,10,Subaru,296
2015,10,Opel,258
2015,10,Renault,253
2015,10,Citroen,216
2015,10,Honda,206
2015,10,Tesla,198
2015,10,Hyundai,177
2015,10,Lexus,70
2015,10,MINI,58
2015,10,Land Rover,49
2015,10,Porsche,49
2015,10,Fiat,17
2015,10,Jaguar,16
2015,10,Jeep,14
2015,10,Dacia,8
2015,10,Smart,8
2015,10,Ssangyong,2
2015,10,Chevrolet US,1
2015,10,Iveco,1
2015,11,Volkswagen,2346
2015,11,Toyota,1102
2015,11,Volvo,937
2015,11,BMW,934
2015,11,Ford,724
2015,11,Mazda,713
2015,11,Mercedes-Benz,694
2015,11,Mitsubishi,679
2015,11,Skoda,642
2015,11,Audi,592
2015,11,Nissan,455
2015,11,Peugeot,400
2015,11,Kia,379
2015,11,Opel,291
2015,11,Subaru,232
2015,11,Honda,230
2015,11,Tesla,225
2015,11,Suzuki,220
2015,11,Hyundai,201
2015,11,Citroen,191
2015,11,Renault,171
2015,11,Lexus,58
2015,11,MINI,55
2015,11,Land Rover,53
2015,11,Porsche,20
2015,11,Jeep,14
2015,11,Fiat,12
2015,11,Smart,9
2015,11,Jaguar,9
2015,11,Dacia,5
2015,11,Nilsson,4
2015,11,Alfa Romeo,3
2015,12,Volkswagen,1881
2015,12,Volvo,1512
2015,12,BMW,1024
2015,12,Mercedes-Benz,872
2015,12,Toyota,866
2015,12,Ford,737
2015,12,Mitsubishi,673
2015,12,Subaru,646
2015,12,Skoda,644
2015,12,Mazda,616
2015,12,Audi,496
2015,12,Kia,458
2015,12,Peugeot,418
2015,12,Tesla,373
2015,12,Renault,310
2015,12,Opel,305
2015,12,Nissan,230
2015,12,Hyundai,209
2015,12,Suzuki,183
2015,12,Honda,163
2015,12,Citroen,158
2015,12,Land Rover,75
2015,12,MINI,62
2015,12,Lexus,48
2015,12,Fiat,44
2015,12,Porsche,18
2015,12,Jaguar,18
2015,12,Smart,16
2015,12,Jeep,11
2015,12,Dacia,7
2015,12,Alfa Romeo,3
2015,12,Ssangyong,1
2015,12,DS,1
2016,1,Volkswagen,1743
2016,1,Toyota,1106
2016,1,BMW,1089
2016,1,Ford,752
2016,1,Nissan,673
2016,1,Mercedes-Benz,661
2016,1,Volvo,643
2016,1,Mazda,621
2016,1,Audi,559
2016,1,Skoda,528
2016,1,Peugeot,437
2016,1,Suzuki,311
2016,1,Renault,250
2016,1,Opel,237
2016,1,Kia,216
2016,1,Mitsubishi,199
2016,1,Citroen,181
2016,1,Hyundai,147
2016,1,Lexus,147
2016,1,Honda,135
2016,1,Tesla,105
2016,1,MINI,67
2016,1,Porsche,60
2016,1,Land Rover,35
2016,1,Subaru,32
2016,1,Jaguar,19
2016,1,DS,13
2016,1,Ssangyong,8
2016,1,Smart,6
2016,1,Fiat,5
2016,1,Jeep,4
2016,1,Dacia,1
2016,1,Maserati,1
2016,2,Volkswagen,2044
2016,2,Toyota,1374
2016,2,BMW,899
2016,2,Nissan,842
2016,2,Ford,754
2016,2,Skoda,753
2016,2,Volvo,732
2016,2,Mazda,651
2016,2,Mercedes-Benz,625
2016,2,Mitsubishi,607
2016,2,Audi,531
2016,2,Peugeot,428
2016,2,Kia,389
2016,2,Opel,274
2016,2,Suzuki,269
2016,2,Citroen,164
2016,2,Honda,151
2016,2,Hyundai,121
2016,2,Tesla,113
2016,2,Renault,111
2016,2,Subaru,99
2016,2,Lexus,95
2016,2,MINI,50
2016,2,Land Rover,40
2016,2,Porsche,34
2016,2,Dacia,21
2016,2,DS,14
2016,2,Smart,11
2016,2,Ssangyong,8
2016,2,Jaguar,5
2016,2,Fiat,5
2016,2,Jeep,4
2016,2,Maserati,2
2016,2,Alfa Romeo,2
2016,3,Volkswagen,2236
2016,3,Toyota,1537
2016,3,Nissan,1105
2016,3,BMW,933
2016,3,Mitsubishi,825
2016,3,Mercedes-Benz,817
2016,3,Ford,717
2016,3,Volvo,687
2016,3,Skoda,662
2016,3,Mazda,550
2016,3,Audi,543
2016,3,Tesla,487
2016,3,Renault,453
2016,3,Peugeot,405
2016,3,Kia,367
2016,3,Suzuki,292
2016,3,Opel,279
2016,3,Honda,182
2016,3,Subaru,169
2016,3,Hyundai,159
2016,3,Citroen,155
2016,3,Lexus,74
2016,3,MINI,55
2016,3,DS,37
2016,3,Land Rover,33
2016,3,Porsche,30
2016,3,Dacia,24
2016,3,Jaguar,19
2016,3,Fiat,17
2016,3,Jeep,8
2016,3,Smart,6
2016,3,Ssangyong,5
2016,3,Alfa Romeo,3
2016,3,Aston Martin,2
2016,3,Nilsson,2
2016,4,Volkswagen,3017
2016,4,Toyota,1432
2016,4,BMW,1052
2016,4,Skoda,785
2016,4,Nissan,782
2016,4,Volvo,748
2016,4,Ford,715
2016,4,Audi,685
2016,4,Mercedes-Benz,661
2016,4,Mitsubishi,630
2016,4,Mazda,564
2016,4,Peugeot,483
2016,4,Kia,376
2016,4,Opel,352
2016,4,Renault,325
2016,4,Subaru,279
2016,4,Suzuki,252
2016,4,Hyundai,212
2016,4,Honda,186
2016,4,Citroen,146
2016,4,Tesla,96
2016,4,Lexus,71
2016,4,MINI,53
2016,4,Porsche,49
2016,4,DS,49
2016,4,Land Rover,32
2016,4,Dacia,28
2016,4,Jaguar,18
2016,4,Fiat,14
2016,4,Smart,11
2016,4,Ssangyong,6
2016,4,Jeep,4
2016,4,Alfa Romeo,3
2016,5,Volkswagen,2222
2016,5,Toyota,1687
2016,5,Mercedes-Benz,872
2016,5,BMW,832
2016,5,Ford,751
2016,5,Skoda,722
2016,5,Mitsubishi,659
2016,5,Volvo,619
2016,5,Nissan,592
2016,5,Mazda,565
2016,5,Audi,540
2016,5,Peugeot,404
2016,5,Opel,397
2016,5,Kia,349
2016,5,Hyundai,237
2016,5,Suzuki,232
2016,5,Subaru,218
2016,5,Renault,160
2016,5,Honda,158
2016,5,Tesla,156
2016,5,Citroen,155
2016,5,MINI,80
2016,5,Lexus,73
2016,5,Porsche,42
2016,5,Land Rover,38
2016,5,Jaguar,38
2016,5,DS,19
2016,5,Dacia,18
2016,5,Fiat,7
2016,5,Smart,6
2016,5,Jeep,6
2016,5,Nilsson,4
2016,5,Ferrari,2
2016,5,Ssangyong,1
2016,5,Alfa Romeo,1
2016,5,Cadillac,1
2016,5,Morgan,1
2016,6,Volkswagen,2287
2016,6,Toyota,1603
2016,6,Ford,854
2016,6,Mercedes-Benz,826
2016,6,BMW,808
2016,6,Volvo,766
2016,6,Skoda,721
2016,6,Mitsubishi,698
2016,6,Nissan,640
2016,6,Mazda,611
2016,6,Audi,551
2016,6,Renault,490
2016,6,Peugeot,400
2016,6,Opel,389
2016,6,Kia,373
2016,6,Tesla,291
2016,6,Subaru,275
2016,6,Hyundai,199
2016,6,Honda,189
2016,6,Suzuki,185
2016,6,MINI,127
2016,6,Citroen,117
2016,6,Lexus,74
2016,6,Land Rover,50
2016,6,Jaguar,46
2016,6,Porsche,40
2016,6,Dacia,27
2016,6,DS,18
2016,6,Fiat,5
2016,6,Smart,5
2016,6,Ssangyong,5
2016,6,Jeep,4
2016,6,Alfa Romeo,2
2016,6,Nilsson,2
2016,6,Aston Martin,1
2016,6,Bentley,1
2016,6,Chevrolet US,1
2016,7,Volkswagen,2076
2016,7,Toyota,1127
2016,7,Audi,687
2016,7,Mitsubishi,641
2016,7,BMW,636
2016,7,Volvo,635
2016,7,Mercedes-Benz,607
2016,7,Skoda,602
2016,7,Nissan,590
2016,7,Ford,510
2016,7,Mazda,489
2016,7,Kia,339
2016,7,Peugeot,314
2016,7,Opel,311
2016,7,Hyundai,229
2016,7,Suzuki,213
2016,7,Subaru,201
2016,7,Citroen,175
2016,7,Honda,145
2016,7,Renault,128
2016,7,MINI,97
2016,7,Lexus,89
2016,7,Tesla,66
2016,7,Porsche,28
2016,7,Land Rover,24
2016,7,Jaguar,23
2016,7,DS,20
2016,7,Ssangyong,9
2016,7,Dacia,8
2016,7,Jeep,8
2016,7,Nilsson,4
2016,7,Fiat,3
2016,7,Smart,1
2016,7,Alfa Romeo,1
2016,7,Maserati,1
2016,7,Ferrari,1
2016,7,Bentley,1
2016,7,Morgan,1
2016,8,Volkswagen,2359
2016,8,Toyota,1824
2016,8,BMW,1031
2016,8,Mercedes-Benz,881
2016,8,Audi,794
2016,8,Nissan,627
2016,8,Ford,625
2016,8,Skoda,529
2016,8,Mazda,518
2016,8,Mitsubishi,499
2016,8,Volvo,463
2016,8,Peugeot,461
2016,8,Kia,401
2016,8,Tesla,338
2016,8,Opel,282
2016,8,Subaru,268
2016,8,Suzuki,229
2016,8,Honda,201
2016,8,Hyundai,165
2016,8,Citroen,162
2016,8,Lexus,142
2016,8,Renault,134
2016,8,MINI,79
2016,8,Jaguar,42
2016,8,Dacia,40
2016,8,Porsche,38
2016,8,Land Rover,35
2016,8,Fiat,19
2016,8,Jeep,13
2016,8,DS,10
2016,8,Ssangyong,8
2016,8,Alfa Romeo,6
2016,8,Nilsson,3
2016,8,Maserati,2
2016,8,Smart,1
2016,8,Ferrari,1
2016,8,Bentley,1
2016,8,Lamborghini,1
2016,9,Volkswagen,2084
2016,9,Toyota,1823
2016,9,BMW,1193
2016,9,Mercedes-Benz,891
2016,9,Tesla,848
2016,9,Volvo,763
2016,9,Ford,697
2016,9,Audi,688
2016,9,Skoda,653
2016,9,Mitsubishi,562
2016,9,Mazda,549
2016,9,Nissan,460
2016,9,Kia,418
2016,9,Peugeot,354
2016,9,Renault,256
2016,9,Opel,249
2016,9,Suzuki,241
2016,9,Subaru,227
2016,9,Hyundai,227
2016,9,Citroen,149
2016,9,Honda,148
2016,9,Lexus,141
2016,9,MINI,48
2016,9,Land Rover,45
2016,9,Jaguar,44
2016,9,Porsche,26
2016,9,Fiat,16
2016,9,Alfa Romeo,15
2016,9,Dacia,13
2016,9,Ssangyong,9
2016,9,Jeep,5
2016,9,DS,4
2016,9,Smart,4
2016,9,Nilsson,4
2016,10,Volkswagen,2161
2016,10,Toyota,1327
2016,10,BMW,1096
2016,10,Mercedes-Benz,732
2016,10,Volvo,732
2016,10,Nissan,646
2016,10,Skoda,628
2016,10,Audi,603
2016,10,Ford,534
2016,10,Mazda,524
2016,10,Mitsubishi,426
2016,10,Peugeot,415
2016,10,Kia,315
2016,10,Opel,249
2016,10,Suzuki,226
2016,10,Hyundai,221
2016,10,Subaru,217
2016,10,Renault,216
2016,10,Citroen,171
2016,10,Tesla,123
2016,10,Honda,111
2016,10,Lexus,86
2016,10,MINI,56
2016,10,Jaguar,34
2016,10,Land Rover,16
2016,10,Porsche,14
2016,10,Dacia,14
2016,10,Fiat,10
2016,10,DS,9
2016,10,Ssangyong,5
2016,10,Jeep,5
2016,10,Nilsson,4
2016,10,Alfa Romeo,3
2016,10,Smart,2
2016,10,Chevrolet US,1
2016,11,Volkswagen,2106
2016,11,BMW,1663
2016,11,Toyota,1375
2016,11,Mercedes-Benz,807
2016,11,Volvo,754
2016,11,Ford,690
2016,11,Skoda,665
2016,11,Audi,645
2016,11,Nissan,571
2016,11,Mitsubishi,472
2016,11,Peugeot,427
2016,11,Mazda,420
2016,11,Hyundai,400
2016,11,Kia,343
2016,11,Opel,317
2016,11,Subaru,279
2016,11,Suzuki,269
2016,11,Renault,202
2016,11,Tesla,170
2016,11,Citroen,161
2016,11,Honda,109
2016,11,Lexus,89
2016,11,MINI,78
2016,11,Jaguar,33
2016,11,Land Rover,32
2016,11,Dacia,31
2016,11,Porsche,29
2016,11,Jeep,23
2016,11,Ssangyong,13
2016,11,Fiat,12
2016,11,Alfa Romeo,4
2016,11,Smart,2
2016,11,Nilsson,2
2016,11,DS,1
2016,12,Volkswagen,2239
2016,12,Toyota,1238
2016,12,Volvo,1235
2016,12,BMW,866
2016,12,Audi,827
2016,12,Ford,727
2016,12,Tesla,688
2016,12,Mercedes-Benz,653
2016,12,Mazda,541
2016,12,Nissan,533
2016,12,Skoda,526
2016,12,Subaru,508
2016,12,Mitsubishi,444
2016,12,Hyundai,423
2016,12,Opel,372
2016,12,Kia,327
2016,12,Suzuki,271
2016,12,Peugeot,270
2016,12,Renault,224
2016,12,Citroen,119
2016,12,Honda,118
2016,12,Lexus,82
2016,12,Dacia,80
2016,12,MINI,68
2016,12,Land Rover,64
2016,12,Jeep,39
2016,12,Jaguar,38
2016,12,Fiat,32
2016,12,Porsche,27
2016,12,DS,6
2016,12,Ssangyong,5
2016,12,Maserati,5
2016,12,Alfa Romeo,3
2016,12,Nilsson,3
2016,12,Smart,1
